store_id,brand_id,shop_key,store_name,trade_name,business_legal_name,street_address,city,zip5,license_start_year,brand,origin_region,primary_beverage_category,hero_products,positioning,business_model,evidence_url,store_key_norm,shop_name_input,place_id,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,fetch_ok,error,review_count,source_count,avg_rating,date_min,date_max
BID|PR0068631,oasis_tea_zone,BID|PR0068631,OASIS TEA ZONE,OASIS TEA ZONE,OASIS TEA ZONE,519 6TH AVE S ,SEATTLE,98104,2010.0,Oasis Tea Zone,Local Seattle,MilkTea,boba milk tea/oolong,Local value-oriented bubble tea concept,Independent chain,,OASISTEAZONE,OASIS TEA ZONE,ChIJ99NL7LxqkFQR2sbTmAs3DMU,https://maps.google.com/?cid=14198784248140515034,http://www.oasisteazone.com/,4.3,1854.0,1.0,5,5,1,,30,2.0,3.7,2020-12-03,2026-02-03
BID|PR0086120,oasis_tea_zone,BID|PR0086120,Oasis Tea Zone,Oasis Tea Zone,Oasis Tea Zone,4524 UNIVERSITY WAY NE,SEATTLE,98105,2025.0,Oasis Tea Zone,Local Seattle,MilkTea,boba milk tea/oolong,Local value-oriented bubble tea concept,Independent chain,,OASISTEAZONE,Oasis Tea Zone,ChIJq9Hw5IoUkFQRwYb0N_6MWBg,https://maps.google.com/?cid=1754307078349162177,http://oasisteazone.com/,4.2,527.0,1.0,5,5,1,,30,2.0,3.7,2020-12-03,2026-02-03
BID|PR0092430,ph,BID|PR0092430,Phe,Phe,Phe,721 E Pine ST,SEATTLE,98122,2025.0,Phê,Vietnamese style,Unknown,tea/coffee,Vietnamese coffee and tea concept,Independent,,PHE,Phe,ChIJ-cPHe4xrkFQRMvbH8nZG-nc,https://maps.google.com/?cid=8645299911384364594,,4.5,387.0,,5,5,1,,5,1.0,4.8,2025-12-28,2026-02-18
BID|PR0079429,ph,BID|PR0079429,VOI CA PHE,VOI CA PHE,VOI CA PHE,6105 13TH AVE S,SEATTLE,98108,2022.0,Phê,Vietnamese style,Unknown,tea/coffee,Vietnamese coffee and tea concept,Independent,,VOICAPHE,VOI CA PHE,ChIJpRTskdhBkFQR4rkqVbBNGWo,https://maps.google.com/?cid=7645227262176573922,http://voicaphe.com/,4.8,194.0,1.0,5,5,1,,5,1.0,4.4,2025-08-26,2026-01-12
BID|PR0090258,pochi_bubble_tea_cafe,BID|PR0090258,POCHI BUBBLE TEA CAFE,POCHI BUBBLE TEA CAFE,POCHI BUBBLE TEA CAFE,11803 98TH AVE NE,KIRKLAND,98034,2022.0,Pochi Bubble Tea Cafe,Local/Regional,MilkTea,bubble tea/cafe snacks,Boba + snack cafe,Independent,,POCHIBUBBLETEACAFE,POCHI BUBBLE TEA CAFE,ChIJMaBpvfUTkFQRJf9LxkfjKsM,https://maps.google.com/?cid=14063302683826847525,http://www.pochibubbletea.com/,4.6,249.0,,5,5,1,,21,4.0,4.627272727272727,2023-05-17,2026-01-27
BID|PR0088495,sharetea,BID|PR0088495,CHANG & SIDA LLC dba SHARETEA PLUS,CHANG & SIDA LLC dba SHARETEA PLUS,CHANG & SIDA LLC dba SHARETEA PLUS,100 ANDOVER PARK W 120,TUKWILA,98188,2019.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,CHANGSIDALLCDBASHARETEAPLUS,CHANG & SIDA LLC dba SHARETEA PLUS,ChIJ62YIZ5JdkFQRFgA4IACQVEQ,https://maps.google.com/?cid=4923718622837735446,https://linktr.ee/shareteatukwila,4.2,312.0,1.0,5,5,1,,10,2.0,3.8,2025-03-03,2026-01-19
BID|PR0088529,sharetea,BID|PR0088529,SHARE TEA,SHARE TEA,SHARE TEA,23609 PACIFIC HWY S STE B,DES MOINES,98198,2023.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEA,SHARE TEA,ChIJXUhYAOpbkFQRWeAEVv6Rvv4,https://maps.google.com/?cid=18356269652759601241,http://shareteadesmoines.com/,4.2,125.0,1.0,5,5,1,,25,2.0,3.8666666666666667,2018-01-13,2026-01-30
BID|PR0084997,sharetea,BID|PR0084997,SHARE TEA,SHARE TEA,SHARE TEA,911 N 10TH PL STE B,RENTON,98057,2025.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEA,SHARE TEA,ChIJ8TAdeRdokFQR_ChlZgcOfvc,https://maps.google.com/?cid=17833706999379208444,https://www.1992sharetea.com/,4.3,456.0,1.0,5,5,1,,25,2.0,3.8666666666666667,2018-01-13,2026-01-30
BID|PR0090389,sharetea,BID|PR0090389,SHARETEA,SHARETEA,SHARETEA,17039 SE 272nd ST Unit #118,COVINGTON,98042,2023.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEA,SHARETEA,ChIJLxNoZ_FfkFQR1oesthaTVH4,https://maps.google.com/?cid=9103062472585938902,https://order.online/business/sharetea-covington-11776049,5.0,40.0,1.0,5,5,1,,25,2.0,3.8666666666666667,2018-01-13,2026-01-30
BID|PR0090870,sharetea,BID|PR0090870,SHARETEA,SHARETEA,SHARETEA,7525 166th AVE NE Unit 16549,REDMOND,98052,2023.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEA,SHARETEA,ChIJRVGsH7BykFQRRp9x5U_gS44,https://maps.google.com/?cid=10253535610395533126,https://pos.chowbus.com/online-ordering/store/Sharetea-Redmond/23356,4.2,689.0,1.0,5,5,1,,25,2.0,3.8666666666666667,2018-01-13,2026-01-30
BID|PR0088718,sharetea,BID|PR0088718,SHARETEA BOTHELL,SHARETEA BOTHELL,SHARETEA BOTHELL,18931 BOTHELL WAY NE,BOTHELL,98011,2025.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEABOTHELL,SHARETEA BOTHELL,ChIJnbbgQbkPkFQRkJTOpiWrvF0,https://maps.google.com/?cid=6754461719349597328,,4.4,260.0,1.0,5,5,1,,10,2.0,4.4,2025-06-26,2026-01-29
BID|PR0003636,sharetea,BID|PR0003636,SHARETEA CHINATOWN,SHARETEA CHINATOWN,SHARETEA CHINATOWN,651 S KING ST,SEATTLE,98104,2025.0,Sharetea,Taiwan,MilkTea,classic milk tea/fruit tea,Mainstream milk tea and fruit tea chain,Franchise-heavy,https://www.1992sharetea.com/,SHARETEACHINATOWN,SHARETEA CHINATOWN,ChIJ5dqqmPlrkFQRBTeoyt96uus,https://maps.google.com/?cid=16986024046177564421,https://www.clover.com/online-ordering/sharetea-seattle-seattle,3.9,115.0,1.0,5,5,1,,10,2.0,3.3,2024-01-21,2026-01-03
BID|PR0091875,social_tea,BID|PR0091875,SOCIAL TEA CAPITOL HILL LLC  dba Social Tea,SOCIAL TEA CAPITOL HILL LLC  dba Social Tea,SOCIAL TEA CAPITOL HILL LLC  dba Social Tea,1212 PINE ST,SEATTLE,98101,2025.0,Social Tea,Local/Regional,PureTea,tea latte/pure tea,Urban tea cafe concept,Independent,,SOCIALTEACAPITOLHILLLLCDBASOCIALTEA,SOCIAL TEA CAPITOL HILL LLC  dba Social Tea,ChIJP21WkrEVkFQRk9r1zH3YKLk,https://maps.google.com/?cid=13342151930906270355,http://www.socialteaco.com/,4.5,60.0,,5,5,1,,5,1.0,4.4,2025-01-18,2025-12-03
BID|PR0091422,sunright_tea_studio,BID|PR0091422,SUNRIGHT TEA STUDIO,SUNRIGHT TEA STUDIO,SUNRIGHT TEA STUDIO,32225 PACIFIC HWY S STE 103,FEDERAL WAY,98003,2024.0,Sunright Tea Studio,Taiwan-origin premium style,MilkTea,milk tea/fresh tea,Premium experiential milk tea chain,Partner/store growth,https://www.sunrighttea.com/,SUNRIGHTTEASTUDIO,SUNRIGHT TEA STUDIO,ChIJp5UZ8oRXkFQRLCnvFSSKKFY,https://maps.google.com/?cid=6208363973921679660,https://www.snrtea.com/,4.5,120.0,1.0,5,5,1,,20,2.0,4.75,2025-03-28,2026-02-22
BID|PR0090516,sunright_tea_studio,BID|PR0090516,Sunright Tea Studio,Sunright Tea Studio,Sunright Tea Studio,4545 Roosevelt WAY NE,SEATTLE,98105,2023.0,Sunright Tea Studio,Taiwan-origin premium style,MilkTea,milk tea/fresh tea,Premium experiential milk tea chain,Partner/store growth,https://www.sunrighttea.com/,SUNRIGHTTEASTUDIO,Sunright Tea Studio,ChIJ92nOHS0VkFQRUKbV5kIiqV4,https://maps.google.com/?cid=6821020781365274192,https://www.snrtea.com/,4.5,181.0,1.0,5,5,1,,20,2.0,4.75,2025-03-28,2026-02-22
BID|PR0089128,tp_tea,BID|PR0089128,TP TEA,TP TEA,TP TEA,679 S KING ST,SEATTLE,98104,2020.0,TP Tea,Taiwan,PureTea,tea latte/hand-shaken tea,Premium tea-latte positioning,Franchise/select,https://www.tp-tea.com/,TPTEA,TP TEA,ChIJ515TeUBrkFQRdOpO51dsoUk,https://maps.google.com/?cid=5305640960817818228,https://en.tp-tea.com/,4.3,361.0,1.0,5,5,1,,20,2.0,4.05,2023-10-10,2026-02-13
BID|PR0089993,tp_tea,BID|PR0089993,TP TEA,TP TEA,TP TEA,1312 NE 45TH ST,SEATTLE,98105,2022.0,TP Tea,Taiwan,PureTea,tea latte/hand-shaken tea,Premium tea-latte positioning,Franchise/select,https://www.tp-tea.com/,TPTEA,TP TEA,ChIJi7m807QVkFQRmFNlM5Ht7B4,https://maps.google.com/?cid=2228417123529872280,,4.4,138.0,1.0,5,5,1,,20,2.0,4.05,2023-10-10,2026-02-13
BID|PR0088632,tra_tea_juice_bar,BID|PR0088632,TRA TEA & JUICE BAR,TRA TEA & JUICE BAR,TRA TEA & JUICE BAR,211 PARK LN,KIRKLAND,98033,2021.0,TRA Tea & Juice Bar,Local/Regional,FruitTea,tea and juice,Tea and juice bar concept,Independent,,TRATEAJUICEBAR,TRA TEA & JUICE BAR,ChIJ6fpPlT0TkFQRHuukaG2Zw8Y,https://maps.google.com/?cid=14322459935154432798,http://www.snoqualmieicecream.com/,4.6,93.0,1.0,5,5,1,,10,1.0,4.8,2024-08-13,2026-02-11
BID|PR0089105,tra_tea_juice_bar,BID|PR0089105,TRA TEA & JUICE BAR,TRA TEA & JUICE BAR,TRA TEA & JUICE BAR,1133 LAKE WASHINGTON BL N #83,RENTON,98056,2021.0,TRA Tea & Juice Bar,Local/Regional,FruitTea,tea and juice,Tea and juice bar concept,Independent,,TRATEAJUICEBAR,TRA TEA & JUICE BAR,ChIJ9VFEV1lpkFQR5g7Kbrp2hAs,https://maps.google.com/?cid=829918774437744358,https://www.travietcoffee.com/,4.5,154.0,1.0,5,5,1,,10,1.0,4.8,2024-08-13,2026-02-11
BID|PR0090513,tab_milktea,BID|PR0090513,TAB MILKTEA,TAB MILKTEA,TAB MILKTEA,4611 36TH AVE SW,SEATTLE,98126,2022.0,Tab Milktea,Taiwan-style,MilkTea,milk tea/tab milktea,Milk tea specialist,Independent,,TABMILKTEA,TAB MILKTEA,ChIJ74SIAERBkFQR_CaLvcTweGo,https://maps.google.com/?cid=7672146693009909500,https://tabmilktea.com/,4.8,134.0,1.0,5,5,1,,7,2.0,4.714285714285714,2023-12-14,2026-02-14
BID|PR0076997,tapioca_express,BID|PR0076997,TAPIOCA EXPRESS,TAPIOCA EXPRESS,TAPIOCA EXPRESS,15230 NE 24TH ST 1-R,REDMOND,98052,2012.0,Tapioca Express,Taiwan-origin legacy chain,MilkTea,classic pearl milk tea,Classic boba chain,Franchise/select,,TAPIOCAEXPRESS,TAPIOCA EXPRESS,ChIJE4jaAAptkFQRSWhnmn8JNb8,https://maps.google.com/?cid=13777929078665865289,https://www.tapiocaexpress.com/,3.9,877.0,1.0,5,5,1,,10,2.0,4.0,2024-08-05,2026-01-17
BID|PR0088199,tea_addicts,BID|PR0088199,"TEA ADDICTS, LLC","TEA ADDICTS, LLC","TEA ADDICTS, LLC",1525 HARVARD AVE,SEATTLE,98122,2019.0,Tea Addicts,Local/Regional,MilkTea,milk tea/fruit tea,Independent specialty tea/boba concept,Independent,,TEAADDICTSLLC,"TEA ADDICTS, LLC",ChIJN45GaxdrkFQRKXKjWdJ2m-4,https://maps.google.com/?cid=17193466648236093993,http://www.teaaddictsboba.com/,4.4,246.0,1.0,5,5,1,,10,2.0,3.7,2023-10-14,2026-02-02
BID|PR0090686,tea_addicts,BID|PR0090686,Tea Addicts,Tea Addicts,Tea Addicts,1420 NE 65th ST STE #2,SEATTLE,98115,2022.0,Tea Addicts,Local/Regional,MilkTea,milk tea/fruit tea,Independent specialty tea/boba concept,Independent,,TEAADDICTS,Tea Addicts,ChIJ61c4-MMVkFQRAlsGHJmm29c,https://maps.google.com/?cid=15554208914584525570,https://www.teaaddictsboba.com/,4.4,112.0,1.0,5,5,1,,21,3.0,4.333333333333333,2023-02-10,2026-02-02
BID|PR0090206,tea_talk_bubble_tea_cafe,BID|PR0090206,Tea Talk Bubble Tea Cafe,Tea Talk Bubble Tea Cafe,Tea Talk Bubble Tea Cafe,711 228th AVE NE,SAMMAMISH,98074,2022.0,Tea Talk Bubble Tea Cafe,Local/Regional,MilkTea,bubble tea,Neighborhood boba cafe,Independent,,TEATALKBUBBLETEACAFE,Tea Talk Bubble Tea Cafe,ChIJ7cDeLslxkFQRVOGD0QAazp4,https://maps.google.com/?cid=11443112294012412244,https://tea-talk-bubble-tea-cafe.square.site/,4.6,114.0,1.0,5,5,1,,5,1.0,5.0,2022-03-16,2025-11-27
MANUAL|TEAFAIRY_TEA_HOUSE_REDMOND_98052,teafairy_tea_house,MANUAL|TEAFAIRY_TEA_HOUSE_REDMOND_98052,TEAFAIRY TEA HOUSE,TEAFAIRY TEA HOUSE,TEAFAIRY TEA HOUSE,2709 152ND AVE NE,REDMOND,98052,,TeaFairy Tea House,Local/Regional,MilkTea,milk tea/fruit tea,Independent tea house concept,Independent,,TEAFAIRYTEAHOUSE,TEAFAIRY TEA HOUSE,ChIJsRZ0iy1tkFQR41NYNRuxRNw,https://maps.google.com/?cid=15872005717177684963,https://teafairyus.com/,4.9,28.0,,5,5,1,,5,1.0,5.0,2024-06-06,2025-12-22
BID|PR0092388,teazzi,BID|PR0092388,Teazzi Tea Shop,Teazzi Tea Shop,Teazzi Tea Shop,7803 SE 27th ST Ste 176,MERCER ISLAND,98040,2025.0,Teazzi,Unclear/likely Taiwan-style,MilkTea,milk tea/fruit tea,Tea chain with fruit and milk tea mix,Franchise/select,,TEAZZITEASHOP,Teazzi Tea Shop,ChIJAxEcVwBrkFQREnkcqY40_Jg,https://maps.google.com/?cid=11023743775223347474,http://order.snackpass.co/teazziseattle,4.5,128.0,,5,5,1,,10,2.0,4.5,2025-04-19,2026-01-24
BID|PR0011020,teews_barkery,BID|PR0011020,TEEWS,TEEWS,TEEWS,14705 AURORA AVE N,SHORELINE,98133,2025.0,Teews Barkery,Local/Regional,Unknown,tea/bakery,Tea + bakery concept,Independent,,TEEWS,TEEWS,ChIJT5hvRAARkFQRXwE_521JfY4,https://maps.google.com/?cid=10267443461854527839,http://ordertogo.com/teews,4.8,76.0,,5,5,1,,10,2.0,4.3,2025-07-23,2025-12-29
MANUAL|TEEWS_BAKERY_BELLEVUE_98008,teews_barkery,MANUAL|TEEWS_BAKERY_BELLEVUE_98008,TEEWS BAKERY,TEEWS BAKERY,TEEWS BAKERY,15600 NE 8TH ST STE H7,BELLEVUE,98008,,Teews Barkery,Local/Regional,Unknown,tea/bakery,Tea + bakery concept,Independent,,TEEWSBAKERY,TEEWS BAKERY,ChIJwdGiuHZtkFQRKoWZigDxC-U,https://maps.google.com/?cid=16504550244056925482,,4.5,26.0,,5,5,1,,5,1.0,5.0,2026-01-19,2026-02-09
BID|PR0091769,the_alley,BID|PR0091769,"THE ALLEY, IT'S TIME FOR TEA","THE ALLEY, IT'S TIME FOR TEA","THE ALLEY, IT'S TIME FOR TEA",913 S JACKSON ST STE B,SEATTLE,98104,2024.0,The Alley,Taiwan,MilkTea,brown sugar milk tea,Premium visual-brand milk tea and brown sugar focus,Franchise/select,https://www.the-alley.us/,THEALLEYITSTIMEFORTEA,"THE ALLEY, IT'S TIME FOR TEA",ChIJfQx6mq1rkFQRa1dANkRv0AM,https://maps.google.com/?cid=274841916028245867,https://www.clover.com/online-ordering/the-alley--seattle-seattle,4.2,132.0,2.0,5,5,1,,10,2.0,4.6,2024-08-13,2026-01-20
BID|PR0090397,tiger_sugar,BID|PR0090397,TIGER SUGAR SEATTLE,TIGER SUGAR SEATTLE,TIGER SUGAR SEATTLE,1422 2nd AVE,SEATTLE,98101,2023.0,Tiger Sugar,Taiwan,MilkTea,brown sugar boba,Brown sugar boba specialist,Franchise/select,,TIGERSUGARSEATTLE,TIGER SUGAR SEATTLE,ChIJ_boL_ARrkFQRLAgbWN2gsQI,https://maps.google.com/?cid=194113131480025132,https://www.tigersugarwa.com/,4.0,220.0,1.0,5,5,1,,10,2.0,4.2,2025-03-04,2026-02-10
BID|PR0087800,timeless_tea,BID|PR0087800,TIMELESS TEA,TIMELESS TEA,TIMELESS TEA,1000 NE 50TH ST,SEATTLE,98105,2020.0,Timeless Tea,Local/Regional,MilkTea,milk tea/dessert,Dessert cafe and tea hybrid,Independent,https://timelesstea.com/,TIMELESSTEA,TIMELESS TEA,ChIJhzxzU3oVkFQRNzzsb0y3wAs,https://maps.google.com/?cid=846878268868803639,https://www.timelessteaseattle.com/,4.3,557.0,2.0,5,5,1,,10,2.0,3.9,2023-06-01,2026-02-05
BID|PR0087973,timeless_tea,BID|PR0087973,TIMELESS TEA DESSERT CAFE,TIMELESS TEA DESSERT CAFE,TIMELESS TEA DESSERT CAFE,14320 NE 20TH ST STE D,BELLEVUE,98007,2023.0,Timeless Tea,Local/Regional,MilkTea,milk tea/dessert,Dessert cafe and tea hybrid,Independent,https://timelesstea.com/,TIMELESSTEADESSERTCAFE,TIMELESS TEA DESSERT CAFE,ChIJl3AxSdhtkFQRflGKXUZHNNA,https://maps.google.com/?cid=15002694626220593534,https://www.timelessteabellevue.com/,4.2,385.0,2.0,5,5,1,,15,2.0,3.25,2024-11-30,2026-01-30
BID|PR0090952,timeless_tea,BID|PR0090952,Timeless Tea Dessert Cafe,Timeless Tea Dessert Cafe,Timeless Tea Dessert Cafe,1580 NW GILMAN BL UNIT D5,ISSAQUAH,98027,2023.0,Timeless Tea,Local/Regional,MilkTea,milk tea/dessert,Dessert cafe and tea hybrid,Independent,https://timelesstea.com/,TIMELESSTEADESSERTCAFE,Timeless Tea Dessert Cafe,ChIJ-8_UUGFvkFQRinpYqpK3CAA,https://maps.google.com/?cid=2453640364718730,http://www.timelessteawa.com/,3.9,132.0,2.0,5,5,1,,15,2.0,3.25,2024-11-30,2026-01-30
BID|PR0089583,ug_tea,BID|PR0089583,UG TEA - BELLEVUE,UG TEA - BELLEVUE,UG TEA - BELLEVUE,308 105TH AVE NE,BELLEVUE,98004,2020.0,UG Tea,Mainland China,PureTea,pure tea/fruit tea,New-style tea chain,Partner/store growth,,UGTEABELLEVUE,UG TEA - BELLEVUE,ChIJ96AWMI9tkFQRBktckqTOj2U,https://maps.google.com/?cid=7318295125725825798,https://www.uniquegreentea.com/,4.6,198.0,,5,5,1,,5,1.0,4.8,2026-01-05,2026-01-31
BID|PR0093071,vale_matcha,BID|PR0093071,Vale Coffee and Matcha #2,Vale Coffee and Matcha #2,Vale Coffee and Matcha #2,5600 DELRIDGE WAY SW,SEATTLE,98106,,Vale Matcha,Local/Regional,Matcha,matcha latte/coffee,Matcha and coffee hybrid concept,Independent,,VALECOFFEEANDMATCHA2,Vale Coffee and Matcha #2,ChIJd1f3fGoVkFQRz0eZTCdX2zc,https://maps.google.com/?cid=4024906518286125007,https://www.valematcha.com/,4.4,144.0,,5,5,1,,5,1.0,3.4,2025-11-24,2026-02-06
BID|PR0093070,vale_matcha,BID|PR0093070,Vale Matcha and Coffee,Vale Matcha and Coffee,Vale Matcha and Coffee,5600 DELRIDGE WAY SW,SEATTLE,98106,,Vale Matcha,Local/Regional,Matcha,matcha latte/coffee,Matcha and coffee hybrid concept,Independent,,VALEMATCHAANDCOFFEE,Vale Matcha and Coffee,ChIJd1f3fGoVkFQRz0eZTCdX2zc,https://maps.google.com/?cid=4024906518286125007,https://www.valematcha.com/,4.4,144.0,,5,5,1,,5,1.0,3.4,2025-11-24,2026-02-06
BID|PR0090514,xing_fu_tang,BID|PR0090514,XING FU TANG,XING FU TANG,XING FU TANG,1905 4th AVE,SEATTLE,98101,2025.0,Xing Fu Tang,Taiwan,MilkTea,brown sugar boba milk,Brown sugar boba specialist,Franchise/select,https://www.xingfutang.com/,XINGFUTANG,XING FU TANG,ChIJ0_hRRq8VkFQR_yAxLsJcA_Y,https://maps.google.com/?cid=17727114547328786687,https://www.xingfutangwa.com/,4.2,518.0,2.0,5,5,1,,10,2.0,4.4,2025-06-07,2026-02-03
BID|PR0091289,yan_tea,BID|PR0091289,YAN TEA,YAN TEA,YAN TEA,4744 UNIVERSITY WAY NE,SEATTLE,98105,2024.0,Yan Tea,Local/Regional,PureTea,pure tea/milk tea,Tea-focused independent concept,Independent,,YANTEA,YAN TEA,ChIJGyBBWoAVkFQRhyIlbzt57AE,https://maps.google.com/?cid=138618984716378759,https://www.toasttab.com/yan-tea-4744-university-way-ne,4.3,236.0,1.0,5,5,1,,10,2.0,3.9,2025-07-19,2026-02-13
BID|PR0088253,yi_fang_taiwan_fruit_tea,BID|PR0088253,YI FANG TAIWAN FRUIT TEA,YI FANG TAIWAN FRUIT TEA,YI FANG TAIWAN FRUIT TEA,5000 UNIVERSITY WAY NE,SEATTLE,98105,2024.0,Yi Fang Taiwan Fruit Tea,Taiwan,FruitTea,fruit tea/aiyu jelly,Fruit tea and traditional Taiwan recipe positioning,Franchise/select,https://www.yifangteausa.com/,YIFANGTAIWANFRUITTEA,YI FANG TAIWAN FRUIT TEA,ChIJETaw3IQVkFQRMzSdEBEwYJs,https://maps.google.com/?cid=11196001523494368307,https://pos.chowbus.com/online-ordering/store/Yifang-Fruit-Tea/22260?referrer=google_food_ordering,4.2,225.0,1.0,5,5,1,,20,2.0,3.3666666666666667,2022-06-07,2026-01-11
BID|PR0087884,yi_fang_taiwan_fruit_tea,BID|PR0087884,YIFANG TAIWAN FRUIT TEA,YIFANG TAIWAN FRUIT TEA,YIFANG TAIWAN FRUIT TEA,8145 161ST AVE NE,REDMOND,98052,2021.0,Yi Fang Taiwan Fruit Tea,Taiwan,FruitTea,fruit tea/aiyu jelly,Fruit tea and traditional Taiwan recipe positioning,Franchise/select,https://www.yifangteausa.com/,YIFANGTAIWANFRUITTEA,YIFANG TAIWAN FRUIT TEA,ChIJLYtid09zkFQRh3zeZK98KAE,https://maps.google.com/?cid=83453685859777671,https://www.yifangteapnw.com/,3.4,233.0,1.0,5,5,1,,20,2.0,3.3666666666666667,2022-06-07,2026-01-11
BID|PR0050040,yi_fang_taiwan_fruit_tea,BID|PR0050040,YIFANG TAIWAN FRUIT TEA,YIFANG TAIWAN FRUIT TEA,YIFANG TAIWAN FRUIT TEA,619 S KING ST ,SEATTLE,98104,2022.0,Yi Fang Taiwan Fruit Tea,Taiwan,FruitTea,fruit tea/aiyu jelly,Fruit tea and traditional Taiwan recipe positioning,Franchise/select,https://www.yifangteausa.com/,YIFANGTAIWANFRUITTEA,YIFANG TAIWAN FRUIT TEA,ChIJf4rW859rkFQR1InzUbtWaDk,https://maps.google.com/?cid=4136651620273588692,https://www.yifangteapnw.com/,4.1,190.0,1.0,5,5,1,,20,2.0,3.3666666666666667,2022-06-07,2026-01-11
BID|PR0092398,young_tea,BID|PR0092398,YOUNG TEA,YOUNG TEA,YOUNG TEA,13433 NE 20TH ST STE J,BELLEVUE,98005,2025.0,Young Tea,Local/Regional,MilkTea,milk tea/fruit tea,New-style tea shop with broad menu,Independent,,YOUNGTEA,YOUNG TEA,ChIJTSy_BgBtkFQR1dcOGv9ydII,https://maps.google.com/?cid=9400264762208475093,http://youngteaglobal.com/,4.5,111.0,1.0,5,5,1,,20,2.0,4.3,2024-07-16,2026-02-13
BID|PR0090057,young_tea,BID|PR0090057,YOUNG TEA,YOUNG TEA,YOUNG TEA,2110 N 45th ST,SEATTLE,98103,2022.0,Young Tea,Local/Regional,MilkTea,milk tea/fruit tea,New-style tea shop with broad menu,Independent,,YOUNGTEA,YOUNG TEA,ChIJSQthll0VkFQRD7HI5qkNSwA,https://maps.google.com/?cid=21125646625845519,http://youngteaglobal.com/,4.5,788.0,1.0,5,5,1,,20,2.0,4.3,2024-07-16,2026-02-13
